,Firm,Year,Name
2676,BSHEV,2006,BSH EV ALETLERİ SANAYİ VE TİCARET A.Ş.
2677,IHEVA,2006,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.
2678,CBSBO,2006,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
2679,ALCTL,2006,ALCATEL TELETAŞ TELEKOMÜNİKASYON END.TİC.A.Ş.
2680,KOCTF,2006,KOÇ TÜKETİCİ FİNANSMANI A.Ş.
2681,FACFA,2006,FACTOTURK FAKTORİNG HİZMETLERİ A.Ş.
2682,TUKAS,2006,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.
2683,TEKST,2006,TEKSTİL BANKASI A.Ş.
2684,DJIMT,2006,"BİZİM MENKUL DEĞERLER A.Ş. 
DOW JONES DJIM TÜRKİYE A TİPİ BORSA YATIRIM FONU"
2685,AKSUE,2006,AKSU ENERJİ VE TİCARET ANONİM ŞİRKETİ
2686,IDAS,2006,İDAŞ İSTANBUL DÖŞEME SANAYİİ ANONİM ŞİRKETİ
2687,MRTGG,2006,MERT GIDA GİYİM SANAYİ VE TİCARET A.Ş.
2688,BERDN,2006,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2689,ASELS,2006,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2690,GUBRF,2006, 
2691,BFREN,2006,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
2692,OKANT,2006,OKAN TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ
2693,CEYLN,2006,CEYLAN GİYİM SANAYİ VE TİCARET A.Ş.
2694,NUGYO,2006,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2695,ISYAT,2006,IŞ YATIRIM ORTAKLIĞI A.Ş.
2696,MRSHL,2006,MARSHALL BOYA VE VERNİK SANAYİİ AŞ
2697,EMNIS,2006,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
2698,YKSGR,2006,YAPI KREDİ SİGORTA A.Ş.
2699,TAVHL,2006,TAV HAVALİMANLARI HOLDİNG A.Ş.
2700,DYHOL,2006,DOĞAN YAYIN HOLDİNG A.Ş 
2701,TKBNK,2006,TÜRKİYE KALKINMA BANKASI A.Ş.
2702,HDFYO,2006,HEDEF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2703,UZEL,2006,UZEL MAKİNA SANAYİ A.Ş.
2704,YTFYO,2006,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
2705,CARFA,2006,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ AŞ
2706,DMSAS,2006,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SAN.A.Ş.
2707,SONME,2006,SÖNMEZ FİLAMENT A.Ş.
2708,NUHCM,2006,NUH ÇİMENTO SANAYİ A.Ş
2709,MRDIN,2006,MARDİN ÇİMENTO SANAYİİ ve TİCARET A.Ş.
2710,ANHYT,2006,ANADOLU HAYAT EMEKLİLİK A.Ş.
2711,DGATE,2006,DATAGATE BİLGİSAYAR  MALZEMELERİ TİCARET A.Ş.
2712,VANET,2006,VAN ET ENTEGRE ET SANAYİ VE TİCARET A.Ş.
2713,CIMSA,2006,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
2714,MZHLD,2006,KURULUŞ TARİHİ
2715,DERIM,2006,DERİMOD KONFEKSİYON AYAKKABI DERİ SAN. VE TİC. A.Ş.
2716,GRGYO,2006,DOĞUŞ-GE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2717,TATKS,2006,TAT KONSERVE SANAYİİ A.Ş.
2718,DITAS,2006,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş
2719,AKBNK,2006,AKBANK T.A.Ş.
2720,PENGD,2006,PENGUEN GIDA SANAYİ A.Ş.
2721,BRYAT,2006,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
2722,AVRSY,2006,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2723,ARSAN,2006,ARSAN TEKSTİL TİCARET VE SANAYİ ANONİM ŞİRKETİ
2724,SNPAM,2006,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
2725,EREGL,2006,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.
2726,RAKSE,2006,RAKS ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2727,BAKAB,2006,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.
2728,KENT,2006,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
2729,DOBUR,2006,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.
2730,FNSYO,2006,FİNANS YATIRIM ORTAKLIĞI A.Ş.
2731,VKGYO,2006,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2732,ALGYO,2006,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2733,GSRAY,2006,GALATASARAY SPORTİF VE SINAİ VE TİCARİ YATIRIMLAR A.Ş.
2734,IZOCM,2006,İZOCAM TİCARET VE SANAYİ A.Ş. 
2735,TCRYO,2006,TACİRLER YATIRIM ORTAKLIĞI A.Ş.
2736,UKIM ,2006,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
2737,KRDMD,2006,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.
2738,BUMYO,2006,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
2739,BANVT,2006,BANVİT BANDIRMA VİTAMİNLİ YEM SAN.A.Ş.
2740,THYAO,2006,TÜRK HAVA YOLLARI A.O.
2741,SEKFK,2006,ŞEKER FİNANSAL KİRALAMA A.Ş.
2742,TOASO,2006,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
2743,TUDDF,2006,TÜRK DEMİR DÖKÜM FABRİKALARI A.Ş.
2744,SELEC,2006,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.
2745,OYAYO1,2006,OYAK YATIRIM ORTAKLIĞI A.Ş.
2746,ABANA,2006,ABANAELEKTROMEKANİK SAN VE TİC A.Ş.
2747,DEVA,2006,DEVA HOLDİNG A.Ş.
2748,BSKYO,2006,BAŞKENT MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2749,SANKO,2006,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
2750,BRISA,2006,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.
2751,EPLAS,2006, EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
2752,edip,2006,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
2753,MRBYO,2006,MARBAŞ B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2754,ASLAN,2006,LAFARGE ASLAN ÇİMENTO A.Ş
2755,AKALT,2006,AK-AL TEKSTİL SANAYİİ A.Ş.
2756,ACIBD,2006,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
2757,KERVT,2006,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
2758,BAGFS,2006,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
2759,AFMAS,2006,A.F.M. ULUSLAR ARASI PRODÜKSİYON TİCARET ve SANAYİ ANONİM ŞİRKETİ
2760,ALNTF,2006,ALTERNATİFBANK A.Ş.
2761,PEGYO,2006,PERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2762,ATLAS,2006,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2763,PRKAB,2006,TÜRK PRYSMIAN KABLO VE SİSTEMLERİ A.Ş.
2764,BOSSA,2006,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
2765,SPTUR,2006,S&P / IFCI TÜRKİYE A TİPİ AKBANK BORSA YATIRIM FONU
2766,TRNSK,2006,TRANSTÜRK HOLDİNG A.Ş.
2767,ARFYO,2006,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
2768,CEMTS,2006,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
2769,SKTAS,2006,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
2770,NETAS,2006,NORTEL NETWORKS NETAŞ TELEKOMÜNİKASYON A.Ş
2771,GLYHO,2006,GLOBAL YATIRIM HOLDİNG A.Ş.
2772,YKFIN,2006,YAPI KREDİ FİNANSAL KİRALAMA A.O.
2773,NTHOL,2006,NET HOLDİNG ANONİM ŞİRKETİ
2774,BJKAS,2006,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
2775,PETUN,2006,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.
2776,YAZIC,2006,YAZICILAR HOLDİNG A.Ş. 
2777,BIMAS,2006,BİM BİRLEŞİK MAĞAZALAR A.Ş.
2778,ISGYO,2006,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2779,GLDTR,2006,İSTANBUL GOLD B TİPİ ALTIN BORSA YATIRIM FONU
2780,AVIVA,2006,AVİVA SİGORTA A.Ş.
2781,TSKB,2006,T.S.K.B.   A.Ş.
2782,GRNYO,2006,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
2783,IBTYO,2006,İNFOTREND B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2784,TSPOR,2006,TRABZONSPOR SPORTİF YATIRIM VE TİCARET A.Ş.
2785,GOLTS,2006,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİC.A.Ş.
2786,SIFAS,2006,SİFAŞ SENTETİK İPLİK FABRİKALARI ANONİM ŞİRKETİ
2787,KAREL,2006,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2788,LINK,2006,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.
2789,VESTL,2006,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2790,UCAK,2006,UÇAK SERVİSİ A.Ş.
2791,ULKER,2006,ÜLKER GIDA SANAYİ VE TİCARET A.Ş.
2792,EGEEN,2006,EGE ENDÜSTRİ VE TİCARET A.Ş.
2793,CMBTO,2006,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ
2794,ALKA,2006,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.
2795,LUKSK,2006,LÜKS KADİFE TİCARET VE SANAYİ A.Ş.
2796,BURCE,2006,BURÇELİK-BURSA ÇELİK DÖKÜM SANAYİ A.Ş.
2797,ARMDA,2006,ARMADA BİLGİSAYAR SİSTEMLERİ SAN. VE TİC. A.Ş.
2798,OTKAR,2006,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
2799,ATSYO,2006,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
2800,VARYO,2006,VARLIK YATIRIM ORTAKLIĞI A.Ş.
2801,FROTO,2006,FORD OTOMOTİV SANAYİ A.Ş.
2802,AKENR,2006,AKENERJİ ELEKTRİK ÜRETİM A.Ş.
2803,EGESER,2006,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
2804,CLEBI,2006,ÇELEBİ HAVA SERVİSLERİ A.Ş.
2805,BRMEN,2006,BİRLİK MENSUCAT TİC.VE SAN. İŞL. A.Ş.
2806,METUR,2006,METEMTUR OTELCİLİK VE TURİZM İŞLETMELERİ A. Ş.
2807,VAKKO,2006,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.
2808,ISFIN,2006,İŞ FİNANSAL KİRALAMA A.Ş.
2809,GARFA,2006,GARANTİ FAKTORİNG HİZMETLERİ A.Ş.
2810,PTOFS,2006,PETROL OFİSİ A.Ş.
2811,BYSAN,2006,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2812,TBORG,2006,TÜRK TUBORG BİRA VE MALT SANAYİ A.Ş.
2813,EGCYO,2006,EGELİ & CO. YATIRIM ORTAKLIĞI A.Ş.
2814,BOYNR,2006,BOYNER BÜYÜK MAĞAZACILIK A.Ş
2815,KARTN,2006,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
2816,BOLUC,2006,BOLU ÇİMENTO SANAYİİ A.Ş.
2817,ATEKS,2006,AKIN TEKSTİL A.Ş.
2818,PINSU,2006,PINAR SU SANAYİ VE TİCARET A.Ş.
2819,TRCAS,2006,TURCAS PETROL A.Ş.
2820,AKGRT,2006,AKSİGORTA A.Ş.
2821,MAALT,2006,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
2822,BROVA,2006,BOROVA YAPI ENDÜSTRİSİ A.Ş.
2823,YKGYO,2006,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2824,TRKCM,2006,TRAKYA CAM SANAYİİ A.Ş.
2825,ISGSY,2006,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
2826,YATAS,2006,YATAŞ YATAK VE YORGAN SAN TİC AŞ
2827,BRSAN,2006,BORUSAN MANNESMANN BORU SANAYİ ve TİCARET A.Ş
2828,TKSYO,2006,TAKSİM YATIRIM ORAKLIĞI A.Ş.
2829,NFIST,2006,MALİ SEKTÖR DIŞI NFIST İSTANBUL 20 A TİPİ BORSA YATIRIM FONU
2830,USAK,2006,UŞAK SERAMİK SANAYİİ A.Ş.
2831,OZFIN,2006,ÖZ FİNANS FACTORING HİZMETLERİ A.Ş.
2832,MIGRS,2006,MİGROS TÜRK T.A.Ş.
2833,PNSUT,2006,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.
2834,KARSN,2006,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
2835,HURGZ,2006,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
2836,AKCNS,2006,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
2837,TTRAK,2006,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.
2838,DGZTE,2006,DOĞAN GAZETECİLİK A.Ş.
2839,FORTS,2006,FORTİSBANK A.Ş.
2840,ASUZU,2006,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.
2841,TCELL,2006,TURKCELL İLETİŞİM HİZMETLERİ A.Ş. 
2842,KNFRT,2006,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
2843,PRTAS,2006,ÇBS PRİNTAŞ BASKI MÜREKKEPLERİ VE GEREÇLERİ SANAYİ A.Ş.
2844,RYSAS,2006,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.
2845,BISAS,2006,BİSAŞ TEKSTİL SAN.VE TİC.A.Ş.
2846,OLMKS,2006,OLMUKSA INTERNATIONAL PAPAER SABANCI AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ
2847,MTEKS,2006,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
2848,RKSEV,2006,RAKS ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.
2849,FENIS,2006,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ
2850,DENIZ,2006,DENİZBANK A.Ş.
2851,INTEM,2006,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YAT. VE PAZ. A.Ş.
2852,NTTUR,2006,NET TURİZM TİCARET VE SANAYİ A.Ş.
2853,EURYO,2006,EURO MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2854,ECILC,2006,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
2855,METYO,2006,METRO MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2856,VKFRS,2006,VAKIF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
2857,ENKAI,2006,ENKA İNŞAAT VE SANAYİ A.Ş.
2858,MEGES,2006,MEGES BOYA SANAYİ VE TİCARET A.Ş.
2859,KLMSN,2006,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
2860,TUMTK,2006,TÜMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
2861,DENCM,2006,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
2862,PIMAS,2006,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ A.Ş.
2863,TIRE,2006,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİ A.Ş.
2864,TEBNK,2006,TÜRK EKONOMİ BANKASI
2865,HZNDR,2006,HAZNEDAR REFRAKTER SANAYİİ A.Ş.
2866,HEKTS,2006,HEKTAŞ TİCARET T.A.Ş
2867,INDES,2006,İNDEKS  BİLGİSAYAR SİSTEMLERİ MÜH. SAN. VE TİC. A.Ş.
2868,BURVA,2006,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.
2869,BEKO,2006,BEKO ELEKTRONİK A.Ş. 
2870,ALCAR,2006,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.
2871,AYCES,2006,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
2872,KUTPO,2006,KÜTAHYA PORSELEN SANAYİ A.Ş.
2873,ANACM,2006,ANADOLU CAM SANAYİİ A.Ş.
2874,TEKFK,2006,TEKSTİL FİNANSAL KİRALAMA A.Ş.
2875,OYAYO,2006,OYAK YATIRIM ORTAKLIĞI A.Ş.
2876,MAKTK,2006,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
2877,CMENT,2006,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
2878,ECBYO,2006,ECZACIBAŞI YATIRIM ORTAKLIĞI A.Ş. 
2879,EGYO,2006,EGS GAYRIMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ
2880,DESA,2006,DESA DERİ SANAYİ VE TİCARET A.Ş.
2881,ESCOM,2006,ESCORT COMPUTER ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2882,IZMDC,2006,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
2883,EVNYO,2006,EVG YATIRIM ORTAKLIĞI A.Ş.
2884,TACYO,2006,TAÇ YATIRIM ORTAKLIĞI A.Ş.
2885,NERGS,2006,NERGİS HOLDİNG A.Ş.
2886,SAGYO,2006,SAĞLAM GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2887,OYSAC,2006,OYSA ÇİMENTO SANAYİİ VE TİCARET A.Ş.
2888,SASA,2006,ADVANSA SASA POLYESTER SANAYİ A.Ş.
2889,RAYSG,2006,RAY SİGORTA A.Ş.
2890,GENTS,2006,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
2891,DOKTS,2006,COMPONENTA DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.
2892,MYZYO,2006,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
2893,CYTAS,2006,CEYTAŞ MADENCİLİK TEKSTİL SANAYİ VE TİCARET A.Ş.
2894,EGFIN,2006,EGS FİNANSAL KİRALAMA A.Ş.
2895,EGPRO,2006,EGE  PROFİL  TİCARET VE SANAYİ A.Ş.
2896,LOGO,2006,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
2897,DURDO,2006,DURAN DOĞAN BASIM VE  AMBALAJ SANAYİ A.Ş.
2898,SELGD,2006,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
2899,KOZAD,2006,KOZA DAVETİYE MAĞAZA İŞLETMELERİ VE İHRACAT A.Ş.
2900,MNDRS,2006,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.
2901,AFYON,2006,AFYON ÇİMENTO SANAYİ T.A.Ş.
2902,ANSGR,2006,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
2903,ATAYO,2006,ATA YATIRIM ORTAKLIĞI A.Ş.
2904,GOODY,2006,GOODYEAR LASTİKLERİ T.A.Ş.
2905,SKPLC,2006,ŞEKER PİLİÇ ve YEM SANAYİ TİCARET ANONİM ŞİRKETİ
2906,ALTIN,2007,ALTINYILDIZ MENSUCAT VE KONFEKSİYON FABRİKALARI A.Ş.
2907,TEKTU,2007,TEK-ART TURİZM ZİGANA A.Ş.
2908,PKENT,2007,PETROKENT TURİZM A.Ş.
2909,ADEL,2007,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
2910,VAKBN,2007,T. VAKIFLAR BANKASI T.A.O
2911,KAVPA,2007,KAV DANIŞMANLIK PAZARLAMA VE TİCARET A.Ş.
2912,PETKM,2007,PETKİM   PETROKİMYA  HOLDİNG  A.Ş.
2913,UNYEC,2007,ÜNYE ÇİMENTO SANAYİİ VE TİCARET A.Ş.
2914,SAPAZ,2007,SABAH PAZARLAMA A.Ş.
2915,SARKY doc,2007,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİİ VE TİCARET A.Ş.
2916,EGGUB,2007,EGE GÜBRE SANAYİİ A.Ş.
2917,IPMAT,2007,İPEK MATBAACILIK SANAYİ VE TİCARET A.Ş.
2918,FENER,2007,FENERBAHÇE SPORTİF HİZMETLER SANAYİ VE TİCARET A.Ş.
2919,ASYAB,2007,ASYA KATILIM BANKASI A.Ş.
2920,DOHOL,2007,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
2921,BUCIM,2007,BURSA ÇİMENTO FABRİKASI A.Ş.
2922,GOLDS,2007,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
2923,FVORI,2007,FAVORİ DİNLENME YERLERİ A.Ş.
2924,KIPA,2007,TESCO KİPA KİTLE PAZARLAMA ve GIDA SANAYİ A.Ş.
2925,MIPAZ,2007,MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.
2926,TSKYO,2007,TSKB YATIRIM ORTAKLIĞI A.Ş.
2927,KONYA,2007,KONYA ÇİMENTO SANAYİİ A.Ş.
2928,GUSGR,2007,GÜNEŞ SİGORTA A.Ş.
2929,ARENA,2007,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.
2930,MERKO,2007,MERKO GIDA SANAYİ VE TİCARET A.Ş.
2931,ANELT,2007,ANEL TELEKOMÜNİKASYON ELEKTRONİK SİSTEMLERİ SANAYİ ve TİCARET A.Ş.
2932,FONFK,2007,FFK FON FİNANSAL KİRALAMA A.Ş
2933,SAHOL,2007,HACI ÖMER SABANCI HOLDİNG A.Ş.
2934,ZOREN,2007,ZORLU ENERJİ ELEKTRİK ÜRETİMİ A.Ş.
2935,SISE,2007,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş. 
2936,FMIZP,2007,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A. Ş.
2937,TKFEN,2007,TEKFEN HOLDİNG A.Ş.
2938,GEREL,2007,GERSAN ELEKTRİK TİCARET VE SANAYİ ANONİM ŞİRKETİ
2939,ARCLK,2007,ARÇELİK A.Ş.
2940,PRKTE,2007,PARK ELEKTRİK MADENCİLİK SANAYİ VE TİCARET A.Ş.
2941,PKART,2007,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
2942,CELHA,2007,ÇELİK HALAT VE TEL SANAYİİ A.Ş.
2943,EMKEL,2007,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.
2944,FFKRL,2007,FİNANS FİNANSAL KİRALAMA A.Ş.
2945,GARAN,2007,T.GARANTİ BANKASI A.Ş
2946,MUTLU,2007,MUTLU AKÜ VE MALZEMELERİ SANAYİİ A.Ş
2947,GEDIZ,2007,GİMSAN GEDİZ İPLİK VE MENSUCAT SANAYİ A.Ş.
2948,INFYO,2007,İNFO MENKUL KIYMETLER YATIRIM ORTAKLI A.Ş
2949,EGSER,2007,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
2950,KCHOL,2007,KOÇ HOLDİNG A.Ş.
2951,TSKB ,2007,T.S.K.B.   A.Ş.
2952,IHLAS,2007,İHLAS HOLDİNG A.Ş.
2953,YYGYO,2007,Y&Y GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2954,EGIYM,2007,EGS EGESER GİYİM SANAYİ İÇ VE DIŞ TİCARET A.Ş.
2955,SODA,2007,SODA SANAYİİ A.Ş.
2956,CCOLA,2007,COCA-COLA İÇECEK A.Ş.
2957,ADANA,2007,ADANA ÇİMENTO SANAYİİ T.A.Ş.
2958,AKMGY,2007,AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2959,AKYO,2007,AK YATIRIM ORTAKLIĞI A.Ş.
2960,YKBNK,2007,YAPI ve KREDİ BANKASI A.Ş.
2961,TUPRS,2007,TÜRKİYE PETROL RAFİNERİLERİ ANONİM ŞİRKETİ
2962,EGHOL,2007,EGS HOLDİNG A.Ş.
2963,GSDHO,2007,GSD HOLDİNG A.Ş.
2964,FINBN,2007,FİNANSBANK A.Ş.
2965,PARSN,2007,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.
2966,YKRYO,2007,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
2967,DOGUB,2007,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.
2968,AKSA,2007,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.
2969,DYHOL 2007,2007,DOĞAN YAYIN HOLDİNG A.Ş 
2970,KLBMO,2007,KELEBEK MOBİLYA SANAYİ VE TİCARET A.Ş.
2971,AGYO,2007,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2972,VKFYT,2007, VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş
2973,DARDL,2007,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.
2974,ALARK,2007,ALARKO HOLDİNG A.Ş.
2975,KORDS,2007,"KORDSA GLOBAL ENDÜSTRİYEL İPLİK VE KORD BEZİ 
SANAYİ VE TİCARET A.Ş."
2976,FRIGO,2007,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.
2977,TEKS,2007,TEKSTİL BANKASI A.Ş.
2978,BSOKE,2007,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş
2979,AYEN,2007,AYEN ENERJİ A.Ş.
2980,DNZYO,2007,DENİZ  YATIRIM  ORTAKLIĞI  A.Ş.
2981,KAPLM,2007,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.
2982,AKIPD,2007,AKSU İPLİK DOKUMA VE BOYA APRE FABRİKALARI T.A.Ş.
2983,DENTA,2007,DENTAŞ AMBALAJ VE KAĞIT SANAYİ A.Ş.
2984,MMART,2007,MARMARİS MARTI OTEL İŞLETMELERİ A.Ş.
2985,GDKYO,2007,GEDİK YATIRIM ORTAKLIĞI A.Ş.
2986,VKING,2007,VİKİNG KAĞIT VE SELÜLOZ A.Ş.
2987,DYOBY,2007,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.
2988,SABAH,2007,SABAH YAYINCILIK A.Ş.
2989,GUBRF,2007,GÜBRE FABRİKALARI T.A.Ş.
2990,AYGAZ,2007,AYGAZ A.Ş.
2991,AEFES,2007,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.
2992,VAKFN,2007,VAKIF FİNANSAL KİRALAMA A.Ş.
2993,ECZYT,2007,"ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.
Eczacıbaşı Investment Holding Co."
2994,YUNSA,2007,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.
