,Firm,Year,Name
2995,BTCIM,2007,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
2996,SKBNK,2007,ŞEKERBANK T.A.Ş.
2997,SILVR,2007,SİLVERLİNE ENDÜSTRİ VE İCARET A.Ş.
2998,ALKIM,2007,ALKİM ALKALİ KİMYA A.Ş.
2999,SMIST,2007,"KÜÇÜK VE ORTA ÖLÇEKLİ ŞİRKETLER SMIST İSTANBUL 25 A TİPİ 
BORSA YATIRIM FONU"
3000,ERBOS,2007,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.
3001,DJIST,2007,DOW JONES İSTANBUL 20 A TİPİ BORSA YATIRIM FONU
3002,KRTEK,2007,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.
3003,ECYAP,2007,ECZACIBAŞI YAPI GEREÇLERİ SANAYİ VE TİCARET A.Ş.
3004,ERSU,2007,ERSU MEYVE VE GIDA SANAYİ A.Ş.
3005,MEMSA,2007,MENSA MENSUCAT SANAYİ VE TİCARET A.Ş.
3006,SERVE,2007,SERVE KIRTASİYE SANAYİ VE TİCARET A.Ş.
3007,ISBTR,2007,TÜRKİYE İŞ BANKASI A.Ş.
3008,DOAS,2007,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş
3009,KRSTL,2007,KRİSTAL KOLA VE MEŞRUBAT SAN.TİC.A.Ş.
3010,BSHEV,2007,BSH EV ALETLERİ SANAYİ VE TİCARET A.Ş.
3011,IHEVA,2007,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.
3012,CBSBO,2007,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
3013,ALCTL,2007,"ALCATEL TELETAŞ TELEKOMÜNİKASYON 
ENDÜSTRİ TİCARET A.Ş."
3014,KOCTF,2007,KOÇ TÜKETİCİ FİNANSMANI A.Ş.
3015,TUKAS,2007,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.
3016,TEKST,2007,TEKSTİL BANKASI A.Ş.
3017,MÿGRS,2007,MİGROS TÜRK T.A.Ş.
3018,DJIMT,2007,"BİZİM MENKUL DEĞERLER A.Ş. 
DOW JONES DJIM TÜRKİYE A TİPİ BORSA YATIRIM FONU"
3019,AKSUE,2007,AKSU ENERJİ VE TİCARET A.Ş.
3020,IDAS,2007,İDAŞ İSTANBUL DÖŞEME SANAYİİ A.Ş.
3021,MRTGG,2007,MERT GIDA GİYİM SANAYİ VE TİCARET ANONİM ŞİRKETİ
3022,SNGYO,2007,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3023,BERDN,2007,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
3024,ASELS,2007,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.
3025,BFREN,2007,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
3026,OKANT,2007,OKAN TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ
3027,CEYLN,2007,CEYLAN GİYİM SANAYİ VE TİCARET A.Ş.
3028,NUGYO,2007,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3029,ISYAT,2007,İŞ YATIRIM ORTAKLIĞI A.Ş.
3030,MRSHL,2007,MARSHALL BOYA VE VERNİK SANAYİİ AŞ
3031,EMNIS,2007,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
3032,ISAMB,2007,IŞIKLAR AMBALAJ SANAYİ VE TİCARET A.Ş.
3033,YKSGR,2007,YAPI KREDİ SİGORTA A.Ş.
3034,UKIM,2007,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
3035,TAVHL,2007,TAV HAVALİMANLARI HOLDİNG A.Ş.
3036,DYHOL,2007,DOĞAN YAYIN HOLDİNG A.Ş 
3037,TKBNK,2007,TÜRKİYE KALKINMA BANKASI A.Ş.
3038,HDFYO,2007,HEDEF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3039,UZEL,2007,UZEL MAKİNA SANAYİ A.Ş
3040,YTFYO,2007,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
3041,CARFA,2007,CARREFOURSA CARREFOUR SABANCI TICARET MERKEZI A.Ş.
3042,DMSAS,2007,DEMİSAŞ DÖKÜM EMAYE MAMULLERİ SANAYİ A.Ş.
3043,SONME,2007,SÖNMEZ FİLAMENT A.Ş.
3044,NUHCM,2007,NUH ÇİMENTO SANAYİ A.Ş.
3045,MRDIN,2007,MARDİN ÇİMENTO SANAYİİ VE TİCARET A.Ş.
3046,ANHYT,2007,ANADOLU HAYAT EMEKLİLİK A.Ş.
3047,MEDYA,2007,MEDYA HOLDİNG A.Ş.
3048,DGATE,2007,DATAGATE BİLGİSAYAR  MALZEMELERİ TİCARET A.Ş.
3049,VANET,2007,VAN-ET TİCARİ YATIRIMLAR GIDA SANAYİ TURİZM İÇ VE DIŞ TİCARET A.Ş.
3050,CIMSA,2007,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
3051,MZHLD,2007,MAZHAR ZORLU HOLDİNG ANONİM ŞİRKETİ
3052,DERIM,2007,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİCARET A.Ş
3053,EMBYO,2007,EURO B TİPİ MENKUL KIYMETLER YATIIRM ORTAKLIĞI A.Ş.
3054,TATKS,2007,TAT KONSERVE SANAYİİ A.Ş.
3055,DITAS,2007,             DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.
3056,AKBNK,2007,AKBANK T.A.Ş.
3057,PENGD,2007,PENGUEN GIDA SANAYİ A.Ş.
3058,BRYAT,2007,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
3059,AVRSY,2007,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3060,ARSAN,2007,ARSAN TEKSTİL TİCARET VE SANAYİ ANONİM ŞİRKETİ
3061,SNPAM,2007,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
3062,EREGL,2007,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş
3063,BAKAB,2007,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.
3064,KENT,2007,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
3065,DOBUR,2007,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.
3066,FNSYO,2007,FİNANS YATIRIM ORTAKLIĞI A.Ş.
3067,VKGYO,2007,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3068,HALKB,2007,TÜRKİYE HALK BANKASI A.Ş.
3069,ALGYO,2007,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3070,GSRAY,2007,GALATASARAY SPORTİF VE SINAİ VE TİCARİ YATIRIMLAR A.Ş.
3071,IZOCM,2007,İZOCAM TİCARET VE SANAYİ A.Ş. 
3072,TCRYO,2007,"TACİRLER YATIRIM ORTAKLIĞI A,Ş,"
3073,KRDMD,2007,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.
3074,BUMYO,2007,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
3075,BANVT,2007,BANVİT BANDIRMA VİTAMİNLİ YEM SAN.A.Ş.
3076,THYAO,2007,TÜRK HAVA YOLLARI A.O.
3077,SEKFK,2007,ŞEKER FİNANSAL KİRALAMA A.Ş.
3078,TOASO,2007,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
3079,TUDDF,2007,TÜRK DEMİR DÖKÜM FABRİKALARI A.Ş.
3080,SELEC,2007,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.
3081,ISGYO ,2007,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3082,ABANA,2007,ABANA ELEKTROMEKANİK SANAYİ ve TİCARET A.Ş.
3083,DEVA,2007,DEVA HOLDİNG A.Ş.
3084,BSKYO,2007,KURULUŞ TARİHİ
3085,SANKO,2007,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
3086,ISMEN,2007,İŞ YATIRIM MENKUL DEĞERLER A.Ş.
3087,BRISA,2007,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.
3088,EPLAS,2007, EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
3089,EDIP,2007,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
3090,ESCOM,2007, 
3091,MRBYO,2007,MARBAŞ B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3092,ASLAN,2007,LAFARGE ASLAN ÇİMENTO A.Ş.
3093,AKALT,2007,AK-AL TEKSTİL SANAYİİ A.Ş.
3094,ACIBD,2007,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
3095,KERVT,2007,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
3096,BAGFS,2007,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
3097,AFMAS,2007,A.F.M. ULUSLAR ARASI PRODÜKSİYON TİCARET ve SANAYİ A.Ş.
3098,ALNTF,2007,ALTERNATİFBANK A.Ş.
3099,PEGYO,2007,PERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3100,ATLAS,2007,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3101,PRKAB,2007,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.
3102,BOSSA,2007,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
3103,SPTUR,2007,S&P / IFCI TÜRKİYE A TİPİ AKBANK BORSA YATIRIM FONU
3104,TRNSK,2007,TRANSTÜRK HOLDİNG A.Ş.
3105,ARFYO,2007,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
3106,CEMTS,2007,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
3107,SKTAS,2007,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
3108,NETAS,2007,NORTEL NETWORKS NETAŞ TELEKOMÜNİKASYON A.Ş.
3109,GLYHO,2007,GLOBAL YATIRIM HOLDİNG A.Ş.
3110,YKFIN,2007,YAPI KREDİ FİNANSAL KİRALAMA A.O.
3111,NTHOL,2007,NET HOLDİNG A.Ş.
3112,BJKAS,2007,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
3113,PETUN,2007,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.
3114,YAZIC,2007,YAZICILAR HOLDİNG A.Ş. 
3115,BIMAS,2007,BİM BİRLEŞİK MAĞAZALAR A.Ş.
3116,CMBTN,2007,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ
3117,GLDTR,2007,İSTANBUL GOLD B TİPİ ALTIN BORSA YATIRIM FONU
3118,AVIVA,2007,AVİVA SİGORTA A.Ş.
3119,GRNYO,2007,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
3120,IBTYO,2007,İNFOTREND B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3121,TSPOR,2007,      TRABZONSPOR SPORTİF YATIRIM VE TİCARET A.Ş.
3122,ALBRK,2007,ALBARAKA TÜRK KATILIM BANKASI A. Ş.
3123,GOLTS,2007,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.
3124,SIFAS,2007,SİFAŞ SENTETİK İPLİK FABRİKALARI ANONİM ŞİRKETİ
3125,KAREL,2007,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
3126,LINK,2007,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.
3127,VESTL,2007,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
3128,UCAK,2007,USAŞ UÇAK SERVİSİ A.Ş.
3129,ULKER,2007,ÜLKER BİSKÜVİ SANAYİ A.Ş.
3130,EGEEN,2007,EGE ENDÜSTRİ VE TİCARET A.Ş.
3131,ALKA,2007,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.
3132,LUKSK,2007,LÜKS KADİFE TİCARET VE SANAYİ A.Ş.
3133,BURCE,2007,BURÇELİK-BURSA ÇELİK DÖKÜM SANAYİ A.Ş.
3134,ARMDA,2007,ARMADA BİLGİSAYAR SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
3135,FBIST,2007,FTSE İSTANBUL BONO FBIST B TİPİ BORSA YATIRIM FONU
3136,OTKAR,2007,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
3137,ATSYO,2007,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
3138,MZBYO,2007,MERKEZ B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3139,VARYO,2007,VARLIK YATIRIM ORTAKLIĞI A.Ş.
3140,FROTO,2007,FORD OTOMOTİV SANAYİ A.Ş.
3141,AKENR,2007,AKENERJİ ELEKTRİK ÜRETİM A.Ş.
3142,CLEBI,2007,ÇELEBİ HAVA SERVİSİ A.Ş.
3143,BRMEN,2007,BİRLİK MENSUCAT TİC. VE SAN.İŞL.A.Ş. 
3144,METUR,2007,METEMTUR OTELCİLİK VE TURİZM İŞLETMELERİ A. Ş.
3145,VAKKO,2007,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.
3146,ISFIN,2007,İŞ FİNANSAL KİRALAMA A.Ş.
3147,GARFA,2007,GARANTİ FAKTORİNG HİZMETLERİ A.Ş.
3148,PTOFS,2007,PETROL OFİSİ A.Ş.
3149,ISDJE,2007,İŞ YATIRIM DOW JONES TÜRKİYE EŞİT AĞIRLIKLI 15 A TİPİ BORSA YATIRIM FONU
3150,BYSAN,2007,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
3151,TBORG,2007,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.
3152,EGCYO,2007,EGELİ & CO. YATIRIM ORTAKLIĞI A.Ş.
3153,BOYNR,2007,BOYNER BÜYÜK MAĞAZACILIK A.Ş
3154,KARTN,2007,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
3155,BOLUC,2007,BOLU ÇİMENTO SANAYİİ A.Ş.
3156,ATEKS,2007,AKIN TEKSTİL A.Ş.
3157,PINSU,2007,PINAR SU SANAYİ VE TİCARET A.Ş.
3158,TRCAS,2007,TURCAS PETROL A.Ş.
3159,AKGRT,2007,AKSİGORTA A.Ş.
3160,VESBE,2007,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.
3161,MAALT,2007,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
3162,BROVA,2007,BOROVA YAPI ENDÜSTRİSİ A.Ş.
3163,YKGYO,2007,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3164,TRKCM,2007,TRAKYA CAM SANAYİİ A.Ş.
3165,ISGSY,2007,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
3166,YATAS,2007,YATAŞ YATAK VE YORGAN SAN TİC AŞ
3167,BRSAN,2007,BORUSAN MANNESMANN BORU SANAYİ VE TİCARET A.Ş.
3168,TKSYO,2007,TAKSİM YATIRIM ORTAKLIĞI A.Ş.
3169,NFIST,2007,MALİ SEKTÖR DIŞI NFIST İSTANBUL 20 A TİPİ BORSA YATIRIM FONU
3170,USAK,2007,UŞAK SERAMİK SANAYİİ A.Ş.
3171,OZFIN,2007,"ÖZ FİNANS FACTORING HİZMETLERİ A.Ş.
YENİ ÜNVANI: ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş."
3172,PNSUT,2007,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.
3173,KARSN,2007,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
3174,HURGZ,2007,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
3175,AKCNS,2007,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
3176,TTRAK,2007,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.
3177,DGZTE,2007,DOĞAN GAZETECİLİK A.Ş.
3178,FORTS,2007,FORTİSBANK A.Ş.
3179,ASUZU,2007,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.
3180,TCELL,2007,TURKCELL İLETİŞİM HİZMETLERİ A.Ş. 
3181,KNFRT,2007,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
3182,PRTAS,2007,ÇBS PRİNTAŞ OTO BOYA VE GEREÇLERİ SANAYİ A.Ş.
3183,RYSAS,2007,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİC. A.Ş.
3184,BISAS,2007,BİSAŞ TEKSTİL SAN.VE TİCARET A.Ş.
3185,OLMKS,2007,"OLMUKSA INTERNATİONAL PAPER-SABANCI AMBALAJ 
SANAYİ VE TİCARET A.Ş"
3186,MTEKS,2007,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
3187,FENIS,2007,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ
3188,DENIZ,2007,DENİZBANK A.Ş.
3189,INTEM,2007,İNTEMA İNŞAAT VE TESİSAT MLZ.YATIRIM VE PAZARLAMA A.Ş.
3190,NTTUR,2007,NET TURİZM TİCARET VE SANAYİ A.Ş.
3191,ESEMS,2007,ESEM SPOR GİYİM SANAYİ VE TİCARET A.Ş.
3192,ECILC,2007,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
3193,METYO,2007,METRO MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3194,VKFRS,2007,VAKIF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
3195,ENKAI,2007,ENKA İNŞAAT VE SANAYİ A.Ş.
3196,MEGES,2007,MEGES BOYA SANAYİ VE TİCARET A.Ş.
3197,KLMSN,2007,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
3198,TUMTK,2007,TÜMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
3199,DENCM,2007,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
3200,PIMAS,2007,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ A.Ş.
3201,TIRE,2007,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİ A.Ş.
3202,TEBNK,2007,TÜRK EKONOMİ BANKASI A.Ş.
3203,HZNDR,2007,HAZNEDAR REFRAKTER SANAYİİ A.Ş.
3204,HEKTS,2007,HEKTAŞ TİCARET T.A.Ş.
3205,DGGYO,2007,DOĞUŞ-GE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3206,INDES,2007,İNDEKS  BİLGİSAYAR SİSTEMLERİ MÜH. SAN. VE TİC. A.Ş.
3207,BURVA,2007,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.
3208,BEKO,2007,BEKO ELEKTRONİK A.Ş.
3209,ALCAR,2007,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.
3210,AYCES,2007,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
3211,KUTPO,2007,KÜTAHYA PORSELEN SANAYİ A.Ş.
3212,ANACM,2007,ANADOLU CAM SANAYİİ A.Ş.
3213,TEKFK,2007,TEKSTİL FİNANSAL KİRALAMA A.Ş.
3214,OYAYO,2007,OYAK YATIRIM ORTAKLIĞI A.Ş.
3215,MAKTK,2007,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
3216,CMENT,2007,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
3217,ECBYO,2007,"ECZACIBAŞI YATIRIM ORTAKLIĞI A.Ş.
"
3218,EGYO,2007,EGS GAYRIMENKUL YATIRIM ORTAKLIĞI ANONİM ŞİRKETİ
3219,DESA,2007,DESA DERİ SANAYİ VE TİCARET A.Ş.
3220,ESCOM,2007,ESCORT COMPUTER ELEKTRONİK SAN.VE TİC.A.Ş.
3221,IZMDC,2007,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
3222,EVNYO,2007,EVG YATIRIM ORTAKLIĞI A.Ş.
3223,TACYO,2007,TAÇ YATIRIM ORTAKLIĞI A.Ş.
3224,POLYL,2007,POLYLEN SENTETİK İPLİK SANAYİİ A.Ş
3225,NERGS,2007,NERGİS HOLDİNG A.Ş.
3226,SAGYO,2007,SAĞLAM GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3227,SASA,2007,ADVANSA SASA POLYESTER SANAYİ A.Ş.
3228,RAYSG,2007,RAY SİGORTA A.Ş.
3229,GENTS,2007,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
3230,ALYAG,2007,ALTINYAĞ KOMBİNALARI A.Ş.
3231,DOKTS,2007,COMPONENTA  DÖKÜMCÜLÜK  TİCARET  VE  SANAYİ  A.Ş.
3232,TTKOM,2007,TÜRK TELEKOMÜNİKASYON A.Ş. 
3233,MYZYO,2007,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
3234,CYTAS,2007,CEYTAŞ MADENCİLİK TEKSTİL SANAYİ VE TİCARET A.Ş.
3235,EGFIN,2007,EGS FİNANSAL KİRALAMA A.Ş.
3236,EGPRO,2007,EGE  PROFİL  TİCARET VE SANAYİ A.Ş.
3237,LOGO,2007,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
3238,DURDO,2007,DURAN DOĞAN BASIM VE  AMBALAJ SANAYİ A.Ş.
3239,SELGD,2007,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
3240,CRDFA,2007,CREDITWEST FAKTORING HİZMETLERİ A.Ş.
3241,KOZAD,2007,KOZA DAVETİYE MAĞAZA İŞLETMELERİ VE İHRACAT A.Ş.
3242,MNDRS,2007,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.
3243,AFYON,2007,AFYON ÇİMENTO SANAYİ T.A.Ş.
3244,ANSGR,2007,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
3245,ATAYO,2007,ATA YATIRIM ORTAKLIĞI A.Ş.
3246,GOODY,2007,GOODYEAR LASTİKLERİ T.A.Ş.
3247,SKPLC,2007,ŞEKER PİLİÇ ve YEM SANAYİ TİCARET ANONİM ŞİRKETİ
3248,ALTIN,2008,ŞİRKET’İN  ÜNVANI
3249,TEKTU,2008,TEK-ART TURİZM ZİGANA A.Ş.
3250,PKENT,2008,PETROKENT TURİZM A.Ş.
3251,ADEL,2008,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
3252,VAKBN,2008,T. VAKIFLAR BANKASI T.A.O
3253,PETKM,2008,PETKİM PETROKİMYA HOLDİNG A.Ş.
3254,UNYEC,2008,ÜNYE ÇİMENTO SANAYİİ VE TİCARET A.Ş.
3255,EGGUB,2008,EGE GÜBRE SANAYİİ A.Ş.
3256,IPMAT,2008,İPEK MATBAACILIK SANAYİ VE TİCARET ANONİM ŞİRKETİ
3257,FENER,2008,FENERBAHÇE SPORTİF HİZMETLER SANAYİ VE TİCARET A.Ş.
3258,ASYAB,2008,ASYA KATILIM BANKASI A.Ş.
3259,DOHOL,2008,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
3260,BUCIM,2008,BURSA ÇİMENTO FABRİKASI A.Ş.
3261,GOLDS,2008,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
3262,FVORI,2008,FAVORİ DİNLENME YERLERİ A.Ş.
3263,KIPA,2008,TESCO KİPA KİTLE PAZARLAMA ve GIDA SANAYİ A.Ş.
3264,MIPAZ,2008,"MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.
"
3265,TSKYO,2008,TSKB YATIRIM ORTAKLIĞI A.Ş.
3266,KONYA,2008,KONYA ÇİMENTO SANAYİİ A.Ş.
3267,GUSGR,2008,ŞİRKET’İN  ÜNVANI
3268,SARKY,2008,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİİ VE TİCARET A.Ş.
3269,ISIGT,2008,İŞ YATIRIM IBOXX TÜRKİYE GÖSTERGE TAHVİL B TİPİ BORSA YATIRIM FONU
3270,ARENA,2008,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.
3271,MERKO,2008,MERKO GIDA SANAYİ VE TİCARET A.Ş.
3272,ANELT,2008,ANEL TELEKOMÜNİKASYON ELEKTRONİK SİSTEMLERİ SANAYİ ve TİCARET A.Ş.
3273,FONFK,2008,FFK FON FİNANSAL KİRALAMA A.Ş
3274,SAHOL,2008,HACI ÖMER SABANCI HOLDİNG A.Ş.
3275,ZOREN,2008,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.
3276,SISE,2008,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.
3277,FMIZP,2008,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.
3278,TKFEN,2008,TEKFEN HOLDİNG A.Ş.
3279,GEREL,2008,GERSAN ELEKTRİK TİCARET VE SANAYİ ANONİM ŞİRKETİ
3280,ARCLK,2008,ARÇELİK A.Ş.
3281,PRKTE,2008,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.
3282,PKART,2008,PLASTİKKART AKILLI KART İLETİŞİM SİS.SAN. VE TİC.A.Ş.
3283,CELHA,2008,ŞİRKET’İN  ÜNVANI
3284,EMKEL,2008,"EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.
"
3285,FFKRL,2008,FİNANS FİNANSAL KİRALAMA A.Ş.
3286,MUTLU,2008,MUTLU AKÜ VE MALZEMELERİ SANAYİİ A.Ş
3287,GEDIZ,2008,GİMSAN GEDİZ İPLİK VE MENSUCAT SANAYİ A.Ş.
3288,INFYO,2008,İNFO MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
3289,EGSER,2008,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
3290,KCHOL,2008,KOÇ HOLDİNG A.Ş.
3291,IHLAS,2008,İHLAS HOLDİNG A.Ş.
3292,YYGYO,2008,Y VE Y GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3293,SODA,2008,SODA SANAYİİ A.Ş.
3294,CCOLA,2008,COCA-COLA İÇECEK A.Ş.
3295,ADANA,2008,ADANA ÇİMENTO SANAYİİ T.A.Ş.
3296,AKMGY,2008,"AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
"
3297,AKYO,2008,AK YATIRIM ORTAKLIĞI A.Ş.
3298,YKBNK,2008,YAPI ve KREDİ BANKASI A.Ş.
3299,TUPRS,2008,"TÜRKİYE PETROL RAFİNERİLERİ 
ANONİM ŞİRKETİ
"
3300,GSDHO,2008,GSD HOLDİNG A.Ş.
3301,FINBN,2008,BANKA’NIN  ÜNVANI
3302,PARSN,2008,ŞİRKET’İN  ÜNVANI
3303,YKRYO,2008,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
3304,DOGUB,2008,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.
3305,AKSA,2008,AKSA AKRİLİK KİMYA SAN.A.Ş.
3306,KLBMO,2008,KELEBEK MOBİLYA SANAYİ VE TİCARET A.Ş.
3307,AGYO,2008,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
3308,VKFYT,2008,VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
