Firm;Year;EstInvAmount;unitEA;RealizedInvAmount;unitRA;Inv_Name;beg_date;end_date
COMUN;1998;--;(Milyon-Million TL);--;(Milyon-Million TL);--;1998-01-01;1998-01-01
CUKEL;1998;850;(Milyon-Million USD);568;(Milyon-Million USD);BERKE HES;1991-01-01;NA
CYTAS;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
DARDL;1998;110.550;(Milyon-Million TL);110.000;(Milyon-Million TL);-Yaş Meyve-Sebze Muhafaza   ;1992-06-24;1999-06-30
DARDL;1998;765.825;(Milyon-Million TL);765.000;(Milyon-Million TL);-Su Ürün İşleme;1994-03-25;1999-06-30
DARDL;1998;75.220;(Milyon-Million TL);60.000;(Milyon-Million TL);-Gıda  Maddeleri Ambalaj;1996-04-01;1999-06-30
DEMIR;1998;$ 30;(Milyon-Million);$ 5;(Milyon-Million TL);"ŞUBE NETWORK AĞI
(Brunch Network)";1998-01-01;1998-01-01
DENCM;1998;634,000;(Milyon-Million TL);568,211;(Milyon-Million TL);"MODERNİZASYON
(Modernizıtion)";1993-07-01;1999-06-30
DENCM;1998;213,500;(Milyon-Million TL);309,541;(Milyon-Million TL);"MODERNİZASYON
(Modernizıtion)";1996-03-22;1999-09-30
DENCM;1998;1,948,387;(Milyon-Million TL);-;(Milyon-Million TL);"MODERNİZASYON-PROJE
(Modernızition)";1998-01-01;1998-01-01
DERIM;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
DEVA;1998;2.934;(Milyon-Million TL);1.613;(Milyon-Million TL);"MODERNİZASYON TAMAMLAMA
 (Modernization Completion)";1992-11-01;1999-06-30
DEVA;1998;74.920;(Milyon-Million TL);"64.431
";(Milyon-Million TL);"MODERNİZASYON TAMAMLAMA
 (Modernization Completion)";1992-11-09;1999-06-30
DEVA;1998;85.253;(Milyon-Million TL);60.529;(Milyon-Million TL);"MODERNİZASYON
 (Modernization)";1993-07-29;1999-06-30
DEVA;1998;827.700;(Milyon-Million TL);455.235;(Milyon-Million TL);"MODERNİZASYON YENİLEME
 (Modernization Renewal)";1996-06-12;1999-12-31
DEVA;1998;97.500;(Milyon-Million TL);78.000;(Milyon-Million TL);"MODERNİZASYON TEVSİ-TAMAMLAMA
 (Modernization Completion)";1997-09-01;1999-06-30
DISBA;1998;10.470.000.-USD;(Milyon-Million TL);-;(Milyon-Million TL);"KOÇ SİSTEM BİLGİ VE İLETİŞİM 
HİZMETLERİ A.Ş.";1999-01-01;1999-12-31
DISBA;1998;825.000.-USD;(Milyon-Million TL);-;(Milyon-Million TL);"KOÇ SİSTEM BİLGİ VE İLETİŞİM 
HİZMETLERİ A.Ş.";1999-01-01;1999-12-31
DITAS;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
DMSAS;1998;2.589.772;(Milyon-Million TL);1.276.680;(Milyon-Million TL);"YENİ YATIRIM-PİK VE SFERO DÖKÜM PARÇALARI İMALİ
(New Investment - Pig And Nodular Iron Castings Production)";1995-11-10;NA
DMSAS;1998;7.767.388;(Milyon-Million TL);2.605.695;(Milyon-Million TL);"TEVSİ-KALİTE DÜZELTME
(Expansion-Quality Improvement)";1997-12-25;2000-12-25
DOGUB;1998;71.282;(Milyon-Million TL);71.282;(Milyon-Million TL);"BETON KİREMİT EK BİNA İNŞAATI
(Concrete Bricks Additional Building Construction)";1996-01-01;1999-01-01
DOKTS;1998;6.966.799;(Milyon-Million TL);7.768.599;(Milyon-Million TL);"TEVSİ YATIRIM
(Modernization,Cap.Inc Investment)";1993-11-24;1999-06-30
DOKTS;1998;4.029.381;(Milyon-Million TL);2.281.867;(Milyon-Million TL);"MODERNİZASYON YATIRIMI
(Modernization Investment)";1997-09-11;1999-12-31
DUROF;1998;-;NA;-;NA;-;1998-01-01;1998-01-01
ECILC;1998;900.000;(Milyon-Million TL);1.249.535;(Milyon-Million TL);"MODERNİZASYON VE DARBOĞAZ
GİDERİCİ MAKİNE YATIRIMI
(Modernization And Bottle-Neck Remover
Machine İnvestments)";1998-03-01;1999-02-28
ECYAP;1998;"
49,442


265,240


7,407";(Milyon-Million TL);"
43,230


73,322


2407";(Milyon-Million TL);"EYAP(VİTRA)
ALÇI HAZIRLAMA SİSTEMİ
PLASTER PREPORTION SYSTEM
 
SAP R/3 SİSTEMİ
SAP R/3 HARDWARE/SOFTWARE

FAB.ELEKTRİK SİSTEMİ REVİZYONU
MODERNISATIONAS PLANT ELECTRICAL
INFRASTRUCTURE
";1998-01-01;1998-01-01
ECYAP;1998;"
200,000


93,500


52,500";(Milyon-Million TL);"
24,070


64,277


28,882
";(Milyon-Million TL);"EYAP(ARTEMA)
FABRİKA BİNASI EK İNŞAATI
PLANT CONSTRUCTION (ANNEX)
 
MRP II BİLGİSAYAR SİSTEMİ
MRPII SOFTWARE/HARDWARE

BARKOD SİSTEMİ
BARCODE SYSTEM";1998-01-01;1998-01-01
EDIP;1998;1.237.280;(Milyon-Million TL);0;(Milyon-Million TL);RING PAMUK İPLİĞİ (PROJE);1998-01-01;1998-01-01
EDIP;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);(RING SPUN COTTON YARN-PROJECT);1998-01-01;1998-01-01
EGBRA;1998;17.950;(Milyon-Million TL);13.756;(Milyon-Million TL);"REKREASYON ALANI
(Recreation Area)";1998-05-11;1999-11-30
EGBRA;1998;8.299;(Milyon-Million TL);3.696;(Milyon-Million TL);"BİLGİSAYAR YATIRIMI
(Investment In Personal Computers)";1998-10-12;1999-07-31
EGBRA;1998;62.364;(Milyon-Million TL);56.092;(Milyon-Million TL);"CIP TANKI
 (Cip Tank)";1998-12-08;1999-03-15
EGBRA;1998;25.000;(Milyon-Million TL);19.654;(Milyon-Million TL);"ANTALYA FABRİKA ETÜDÜ PROJESİ
 (Antalya Brewery Project)";1995-01-20;NA
EGDIS;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
EGEEN;1998;90.272;(Milyon-Million TL);-;(Milyon-Million TL);BÜZME TEZGAHI;1994-01-01;1998-09-30
EGEEN;1998;142.209;(Milyon-Million TL);149.056;(Milyon-Million TL);CNC İŞLEM MERKEZİ;1994-01-01;1998-09-30
EGEEN;1998;86.768;(Milyon-Million TL);102.792;(Milyon-Million TL);PUNTASIZ TAŞLAMA TEZGAHI;1994-01-01;1998-09-30
EGGUB;1998;179.000;(Milyon-Million TL);91.032;(Milyon-Million TL);"ÇELİK SİLO İNŞAATI
(Graın Storage Sılo Project)";1998-07-01;1999-07-01
EGGUB;1998;13.637;(Milyon-Million TL);12.024;(Milyon-Million TL);"ORGANİK ÇÖZ.İLAVE TANK İNŞAATI
(Addıtıonal Tanks To Organıc Solvents Mıxıng Plant)";1998-10-01;1999-02-28
EGGUB;1998;38.328;(Milyon-Million TL);23.774;(Milyon-Million TL);"BİLGİ SİST.YEND.YAPILANMA PROJESİ
(Data Systems Reorganızatıon Project)";1997-01-01;2000-12-31
EGIYM;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);  -                ;1998-01-01;1998-01-01
EGPRO;1998;800.424;(Milyon-Million TL);676.066;(Milyon-Million TL);"Tevsi-Tamamlama-Dar Boğaz Giderme 
(Enlorgement, Completion and Bottenecek Removal Investments)";1996-11-05;1999-12-31
EGSER;1998;11.167.828 ;(Milyon-Million TL);7.817.480;(Milyon-Million TL);"MODERNİZASYON – TEVSİ
 (Modernızatıon)";1997-09-10;2000-06-30
EMEK;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
EMKEL;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
EMPAS;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
EPLAS;1998;1,472,000;(Milyon-Million TL);2,252,548;(Milyon-Million TL);38695/A NOLU TEŞVİK BELGELİ YATIRIM;1995-07-18;1999-07-31
EPLAS;1998;2,827,784;(Milyon-Million TL);;(Milyon-Million TL);54341 NOLU TEŞVİK BELGELİ YATIRIM;1997-12-24;1999-12-31
ERBOS;1998;435.338;(Milyon-Million TL);372.428;(Milyon-Million TL);"K.ÇİNKO İMAL TESİSİ
(Zinc Pruduction Plant) ";1996-07-04;1998-12-31
ERBOS;1998;225.700;(Milyon-Million TL);102.314;(Milyon-Million TL);"BORU İMAL TESİSİ (TEVSİ) 
(Pipe Production Plant)";1995-10-30;1998-12-31
ERBOS;1998;-;(Milyon-Million TL);26.376;(Milyon-Million TL);"III.GALVANİZLEME ÜNİTESİ
(III Galvanization Unit)";1998-05-28;1999-12-31
ERCYS;1998;15.000;(Milyon-Million TL);11.600;(Milyon-Million TL);ISI SİSTEMİ;1998-12-01;1999-06-30
EREGL;1998;98.850;(Bin-000 $);26.873;(Bin-000 $) ;TENEKE/KROM KAPLAMA TESİSİ (Tinning/Chrome Coating Line);1996-01-01;2000-01-01
EREGL;1998;9.100;(Bin-000 $);1.471;(Bin-000 $) ;SOĞUK BOBİN HAZIRLAMA VE DİLME HATTI (Cold Coil Preparation And Slitting Line);1996-01-01;2000-01-01
EREGL;1998;14.822;(Bin-000 $);816;(Bin-000 $) ;"BUHAR TÜRBİNİ-MOTOR BLOWER 
 (Steam Turbine/Motor Blower)";1996-01-01;2000-01-01
EREGL;1998;26.470;(Bin-000 $);5.168;(Bin-000 $) ;"I.ve II. SÜREKLİ DÖKÜM TESİSLERİ 
(Modernization Of No.1 And No.2 Continious Casting Facilities)";1996-01-01;2000-01-01
EREGL;1998;113.300;(Bin-000 $);197;(Bin-000 $) ;"GALVANİZLEME TESİSİ
GALVANIZING PLANT";1998-01-01;2002-01-01
ESBNK;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ESEMS;1998;"13.100.000 USD
";(USD);"8.210.214 USD
";(USD);14.11.1995/39855 Teş.Belgeli Modernizasyon Yatırımı (Innovation Investment)                 ;1995-11-01;1998-12-31
FENIS;1998;150.000;(Milyon-Million TL);115.360;(Milyon-Million TL);"DÖKÜMHANE ERGİTME OCAĞI
 (Melting Furnace)";1998-10-01;1999-02-01
FINBN;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
Frigo;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
GARAN;1998;901.278 ;(Milyon-Million TL);825.473 ;(Milyon-Million TL);BİREYSEL BANKACILIK YATIRIMLARI;1998-01-01;1998-01-01
GARAN;1998;7.649.345 ;(Milyon-Million TL);12.138.329 ;(Milyon-Million TL);İNŞAAT EMLAK YATIRIMLARI;1998-01-01;1998-01-01
GARAN;1998;6.172.607 ;(Milyon-Million TL);3.831.517 ;(Milyon-Million TL);OTOMASYON YATIRIMLARI;1998-01-01;1998-01-01
GARAN;1998;378.330 ;(Milyon-Million TL);456.055 ;(Milyon-Million TL);SOSYAL HİZMETLER YATIRIMLARI;1998-01-01;1998-01-01
GARAN;1998;1.960.488 ;(Milyon-Million TL);-;(Milyon-Million TL);DİĞER MENKUL YATIRIMLARI ''PROJE'';1998-01-01;1998-01-01
GEDIZ;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
GENTS;1998;"
753.446";(Milyon-Million TL);"
694.458";(Milyon-Million TL);"FENOL EMPRENYE MAK.VE YÜK.BASINÇ LAMİNAT TESİSİ
(Phenol Impregnating Machine And High Pressure Laminate Plant)";1996-10-25;1999-06-30
GENTS;1998;1.390.602;(Milyon-Million TL);504.122;(Milyon-Million TL);"WERZALIT YATIRIMLARI
(Investment Of Werzalit)";1992-12-10;1999-06-30
GENTS;1998;778.744;(Milyon-Million TL);1.005.529;(Milyon-Million TL);"HYMMEN PRES TESİSİ PROJE
(Hymmen Press Plant)";1997-12-16;1999-12-31
GIMA;1998;26.378;(Milyon-Million TL);27.961;(Milyon-Million TL);"TB MODERNİZASYONI
 (Tb Modernızatıon)";NA;1998-12-31
GIMA;1998;26.724;(Milyon-Million TL);"17.103
";(Milyon-Million TL);"DİYARBAKIR TEVSİ
 (Diyarbakır Expandıng)";1995-09-11;1998-12-31
GIMA;1998;54.800;(Milyon-Million TL);34.524;(Milyon-Million TL);"İSKENDERUN BALIKESİR TEVSİ
  (İskenderun Balıkesir Expandıng)";1995-05-01;1998-12-31
GIMA;1998;41.663;(Milyon-Million TL);9.582;(Milyon-Million TL);"SİNCAN ORG.SAN.BÖL.YEN.YAT.
  (Sincan Org.San.Böl.New)";1993-08-01;1998-12-31
GIMA;1998;34.380;(Milyon-Million TL);10.658;(Milyon-Million TL);"İSTANBUL MODERNİZASYON
  (İstanbul Modernızatıon)";1998-01-01;1998-12-31
GIMA;1998;2.002.221;(Milyon-Million TL);320.355;(Milyon-Million TL);"MAĞAZALAR MODERNİZASYON
  (Modernızatıon)";1994-01-01;1998-12-31
GIMA;1998;450.000;(Milyon-Million TL);45.000;(Milyon-Million TL);"MAĞAZALAR MODERNİZASYON
  (Modernızatıon)";1994-01-01;1998-12-31
GIMA;1998;26.192;(Milyon-Million TL);2.619;(Milyon-Million TL);"MAĞAZALAR MODERNİZASYON
  (Modernızatıon)";1994-01-01;1998-12-31
GIMA;1998;24.261;(Milyon-Million TL);22.805;(Milyon-Million TL);"MAĞAZALAR MODERNİZASYON
  (Modernızatıon)";1994-02-01;1998-12-31
GIMA;1998;310.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  DENİZLİ
  (All New Investment Denizli)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  ADANA
  (All New Investment Adana)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);201.600;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  RİZE
  (All New Investment Rize)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  BURSA
  (All New Investment Bursa)";1998-03-12;2000-03-12
GIMA;1998;220.000;(Milyon-Million TL);224.400;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  G.ANTEP
  (All New Investment G.Antep)";1998-03-12;2000-03-12
GIMA;1998;260.000;(Milyon-Million TL);106.600;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  ORDU
  (All New Investment Ordu)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);241.500;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  HATAY
  (All New Investment Hatay)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);121.800;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  BOLU
  (All New Investment Bolu)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);203.700;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  SAKARYA
  (All New Investment Sakarya)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);161.700;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  MALATYA
  (All New Investment Malatya)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);58.800;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  SAMSUN
  (All New Investment Samsun)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);98.700;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  MERSİN
  (All New Investment Mersin)";1998-03-12;2000-03-12
GIMA;1998;425.000;(Milyon-Million TL);127.500;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  AYDIN
  (All New Investment Aydın)";1998-03-13;2000-03-13
GIMA;1998;210.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  YALOVA
  (All New Investment Yalova)";1998-03-12;2000-03-12
GIMA;1998;210.000;(Milyon-Million TL);151.200;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  EDİRNE
  (All New Investment Edirne)";1998-03-12;2000-03-12
GIMA;1998;1.350.000;(Milyon-Million TL);27.000;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  ANKARA
  (All New Investment Ankara)";1998-03-13;2000-03-13
GIMA;1998;525.000;(Milyon-Million TL);267.750;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  BODRUM
  (All New Investment Bodrum)";1998-03-13;2000-03-13
GIMA;1998;1.350.000;(Milyon-Million TL);13.500;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  İSTANBUL
  (All New Investment İstanbul)";1998-03-13;2000-03-13
GIMA;1998;590.000;(Milyon-Million TL);0;(Milyon-Million TL);"KOMPLE YENİ YATIRIM  İZMİR
  (All New Investment İzmir)";1998-03-13;2000-03-13
GOLTS;1998;2.900.000.;(Milyon-Million TL);58.000;(Milyon-Million TL);"YENİLEME MODERNİZASYON DARBOĞAZ GİDERME
(Renovation  Modernization  Ceasing Bottleneck)";1998-05-29;2000-12-31
GOLTS;1998;516.000;(Milyon-Million TL);371.520;(Milyon-Million TL);"ISPARTA HAZIR BETON TESİSİ
(Preparedconcrate Foundation Of Isparta)";1996-03-20;1999-03-30
GOLTS;1998;676.000;(Milyon-Million TL);432.640;(Milyon-Million TL);"ANTALYA HAZIR BETON TESİSİ
(Prepared Concrete Foundation Of
Antalya)";1995-06-26;NA
GOLTS;1998;814.560;(Milyon-Million TL);496.882;(Milyon-Million TL);"ALANYA HAZIR BETON TESİSİ
(Prepared Concrete Foundation Of 
Alanya)";1996-03-20;NA
GOLTS;1998;796.284;(Milyon-Million TL);493.696;(Milyon-Million TL);"V.ÇİMENTO SİLOSU VE HAVALI BANT SİST.
(V.Cementwarehause&Breezy Band Sistem)";1996-12-11;1999-06-30
GOLTS;1998;3.173.008;(Milyon-Million TL);1.713.424;(Milyon-Million TL);"III.FARİN DEĞİRMENİ
(Iıı.Grender Of Farin (Grinded Rowmational))";1996-12-11;1999-12-31
GOLTS;1998;1.076.180;(Milyon-Million TL);430.472;(Milyon-Million TL);"I.,II.HAT VE III.FARİN DEĞİRMENİ OTOMASYONU
(I.,Iı. Line And Iıı.Farin Grinded)";1997-08-14;1999-08-31
GOLTS;1998;400.412;(Milyon-Million TL);296.305;(Milyon-Million TL);"III.VE IV.ÇİMENTO DEĞİRMENİ NAKİL HATLARI OTOMASYONU
(Otomasyon Of Iıı.,Iv. Girnder Of Cement And Transportation Line)";1996-12-23;NA
GOLTS;1998;7.484.440;(Milyon-Million TL);598.755;(Milyon-Million TL);"II.HAT KAPASİTE ARTIRIMI
II.LINE INCREASE OF CAPASITY
";1997-09-01;2000-12-31
GOLTS;1998;5.000.000.;(Milyon-Million TL);0;(Milyon-Million TL);"DALAMAN ÇİMENTO ÖĞÜTME VE PAKETLEME TESİSİ 
(Dalaman Cement Grinding And Packaging Plant)";1998-11-23;2000-12-30
GOODY;1998;1.930.056;(Milyon-Million TL);1.830.056;(Milyon-Million TL);"GENEL MODERNİZASYON
 (GENERAL MODERNİZATION)";1998-05-01;1999-12-31
GOODY;1998;10.642.693;(Milyon-Million TL);353.326;(Milyon-Million TL);"GENEL MODERNİZASYON
 (GENERAL MODERNİZATION )";1998-07-15;2000-06-30
GOODY;1998;4.053.438;(Milyon-Million TL);"0
";(Milyon-Million TL);"GENEL MODERNİZASYON
 (GENERAL MODERNİZATION )";1998-12-11;2000-06-30
GORBN;1998;83.600;(Milyon-Million TL);26.486;(Milyon-Million TL);" TEVSİ VE MODERNİZASYON
 (Deveploment And Modernization)";1998-01-01;1998-01-01
GUBRF;1998;4.885;(Milyon-Million TL);2.788;(Milyon-Million TL);"MOBİL PAKETLEME TESİSİ
(Mobıle Packıng Unıt)";1998-10-21;1999-04-30
GUMUS;1998;8,858,946;(Milyon-Million TL);741,838;(Milyon-Million TL);"TEVSİ YATIRIMI
(Enlargıng  Investment)";1998-01-01;1998-01-01
GUNEY;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
GUSGR;1998;3.5 – 4 TRİLYON ;Estimated Inv. Amount;1.009.866 MİLYON ;Realized Part of Inv. ;"GENEL MÜDÜRLÜK HİZMET BİNASI
 (HEAD OFFICE BUILDING)";1998-12-01;2000-04-01
HEKTS;1998;4.000.000;(Milyon-Million TL);3.800.000;(Milyon-Million TL);"ŞANLIURFA ÜRETİM TESİSLERİ
(Sanlıurfa Productıon Plant)";1996-01-01;1998-01-01
HLKSG;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
HURGZ;1998;3.942.830;(Milyon-Million TL);2.401.417;(Milyon-Million TL);"BİNA 
(BUILDING)";1998-04-01;1999-12-31
HURGZ;1998;12.108.165;(Milyon-Million TL);119.526;(Milyon-Million TL);"MAKİNA (İTHAL)
(MACHINE)";1998-04-01;1999-12-31
HURGZ;1998;1.925.568;(Milyon-Million TL);32.712;(Milyon-Million TL);"MAKİNA(YERLİ)
(MACHINE)";1998-04-01;1999-12-31
HZNDR;1998;"1.436.810   

 ";(Milyon-Million TL);"672.944 

--------------";(Milyon-Million TL);"TEVSİ, MODERNİZASYON NAKİL
(Enlargement Modernization
 And Moving)";1996-11-21;1998-12-31
IDAS;1998;116.500;(Milyon-Million TL);---;(Milyon-Million TL);"Sünger Üretim Tesisi (Bozüyük) - PROJE 
 Polyurethane Foam Production Plant";1999-08-01;2000-08-01
IDAS;1998;60.000;(Milyon-Million TL);---;(Milyon-Million TL);"Boya Tesisi (Bursa)
 Paint Shop";1999-04-01;1999-07-01
IDAS;1998;130.000;(Milyon-Million TL);102.000;(Milyon-Million TL);"Kurumsal Kaynak Planlama Programı
Enterprise Resource Planning Program";1998-08-01;1999-06-01
IHEVA;1998;3.600.000;(Milyon-Million TL);"93.271 (1997)
545.400 (1998)";(Milyon-Million TL);"02.02.1998 tarih ve 03299 Sayılı Yatırım Teşvik Belgesi kapsamındaki yatırımlar;
Enjeksiyon Makinaları; Üçlü Set (Ocak, Fırın, Bulaşık Makinası), Teflon Tencere Üretim Tesisi, Çelik ve Düdüklü Tencere Üretim Tesisi, Vantilatör, Bina Tipi Su Arıtma, Hafızalı Telefon, Elektrikli Kombi, Halı Yıkama, Motor Üretim Tesisi
(The content of application, for investment incentive cerficate dated 02.02.1998 and number 03299 are injection Moulding Machines and Plastic Production Plant, Appliance Plant and installation to Produce Triple Set (Owen, Cooker, Dish Washer), Ptfe Cookware Production Plant, Steel Cookware Production Plant, Air Fan Production Facility Production Plant, 900 Mhz Cordless Telephone Production Plant, Electrical Combi Heater Production Plant, Wet and Dry Carpet Cleaner Production Plsnt, Electric Motor Production Plant.)";1997-12-09;1999-12-31
IHFIN;1998;118.000;(Milyon-Million TL);---;(Milyon-Million TL);"INTERNET BANKACILIĞI
(INTERNET BANKING)";1998-01-01;1998-01-01
IHFIN;1998;110.000;(Milyon-Million TL);---;(Milyon-Million TL);"YENİ ANA YAZILIM
(NEW MAIN SOFTWARE)";1998-01-01;1998-01-01
IHFIN;1998;65.000;(Milyon-Million TL);---;(Milyon-Million TL);"EFT AKTARICI SİSTEM 
(EFT TRANSFER SYSTEM)";1998-01-01;1998-01-01
IHFIN;1998;56.000;(Milyon-Million TL);---;(Milyon-Million TL);"TOPLAM KALİTE VE ISO 9000
(TOTAL QUALTY AND ISO 9000)";1998-01-01;1998-01-01
IHFIN;1998;200.150;(Milyon-Million TL);68.229;(Milyon-Million TL);"2000 YILI PROBLEMİNE YÖNELİK HARCAMALAR
(EXPENSES RELATED WITH 2000 PROBLEM)";1998-01-01;1998-01-01
IHFIN;1998;207.450;(Milyon-Million TL);---;(Milyon-Million TL);"BİLGİ SİSTEMLERİ GENİŞLETME YATIRIMI
(INFORMATION SYSTEM EXPANSION INVESTMENT)";1998-01-01;1998-01-01
IHFIN;1998;1867.000;(Milyon-Million TL);---;(Milyon-Million TL);"MUHTELİF CİHAZ MOBİLYA-MEFRUŞAT NAKİT VASITALARI
(VARIOUS EQUIPMENT FURNITURES-UPHOLSTERY –TRANSPORTATION VEHICLE)";1998-01-01;1998-01-01
INMDY;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
INTEM;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ISAMB;1998;489.375;(Milyon-Million TL);48.292;(Milyon-Million TL);"KALİTE DÜZELTME MODERNİZASYONU
(Quality Correction Modernization)";1998-06-03;1998-12-31
ISAMB;1998;488.000;(Milyon-Million TL);50;(Milyon-Million TL);TEVSİİ;1995-12-15;1999-12-15
ISAMB;1998;92.323;(Milyon-Million TL);41.677;(Milyon-Million TL);TEVSİİ;1993-06-14;1999-06-30
ISAMB;1998;628.183;(Milyon-Million TL);686.450;(Milyon-Million TL);TEVSİİ;1995-05-05;1999-06-30
ISBTR;1998;5.000.000.-$;(Milyon-Million TL);1.550.000.-$;(Milyon-Million TL);"İLETİŞİM ALTYAPISI VE PC’YE 
DÖNÜŞTÜRME
(Information Technology Infrastructure And TransformationInto  Pc System)";1999-01-01;1999-12-31
ISBTR;1998;3.875.000.-$;(Milyon-Million TL);975.000.-$;(Milyon-Million TL);ATM;1999-01-01;1999-12-31
ISBTR;1998;4.000.000.-$;(Milyon-Million TL);1.200.000.-$;(Milyon-Million TL);POS;1999-01-01;1999-12-31
ISTMP;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
IZMDC;1998;214.348;(Milyon-Million TL);62.519;(Milyon-Million TL);"MODERNİZASYON
(Modernization of The Plant)";1999-01-01;1999-12-31
IZOCM;1998;147.320;(Milyon-Million TL);77.767;(Milyon-Million TL);"CAMYÜNÜ YENİLEME
(Glass Wool Re-Constructıon)";1998-02-13;1999-12-31
IZOCM;1998;735.292;(Milyon-Million TL);737.743;(Milyon-Million TL);"TAŞYÜNÜ YENİLEME-MODERNİZASYON
(Rock Wool Re-Constructıon
Modernısatıon)";1996-07-08;1999-07-30
IZOCM;1998;891.412;(Milyon-Million TL);659.071;(Milyon-Million TL);"CAMYÜNÜ YENİLEME MODERNİZASYON
(Glass Wooll Re-Constructıon Modernısatıon)";1995-12-20;1998-12-31
IZOCM;1998;20.441;(Milyon-Million TL);20.441;(Milyon-Million TL);"POLİSTREN-STYROPOR MODERNİZASYON
(Polyestren And Straphor Modernısatıon)";1997-02-21;1998-12-31
IZOCM;1998;416.395;(Milyon-Million TL);416.395;(Milyon-Million TL);"POLİSTREN-STYROPOR KOMPLE YENİ 
(Polyestren And Straphor New İnvestment)";1997-12-02;1999-12-02
kaplm;1998;1.172.000;(Milyon-Million TL);---;(Milyon-Million TL);"Modenizasyon – Kalite Geliştirme
Modernisation – Quality Improvement";1999-01-15;1999-12-31
KARTN;1998;465.000;(Milyon-Million TL);240.000;(Milyon-Million TL);GAZ TÜRBİNİ YATIRIMI                                              (Gas Turbine Investment);1998-01-01;1998-01-01
KARTN;1998;400.000;(Milyon-Million TL);-;(Milyon-Million TL);"ATIK SU ARITIM TEVSİİ PROJESİ
(Waste Water Treatm.Plant Invest.)";1998-01-01;1998-01-01
